Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,wrench.force.x,wrench.force.y,wrench.force.z,wrench.torque.x,wrench.torque.y,wrench.torque.z
1772794251.0777924,4281,1772794251,77610544,,-0.05927682276229994,0.0,1.9,1.8333333333333333,0.07142857142857142,-0.010650887573964497
1772794251.0787585,4282,1772794251,78594506,,-0.11855364552459988,0.0,1.0,1.3240740740740742,0.02857142857142857,-0.01301775147928994
1772794251.079698,4283,1772794251,79591220,,-0.11855364552459988,0.0,1.0,1.3240740740740742,0.02857142857142857,-0.01301775147928994
1772794251.080713,4284,1772794251,80591546,,-0.1778304682868998,0.02808199943836001,0.2,1.25,-0.05,-0.01301775147928994
1772794251.0816824,4285,1772794251,81591678,,-0.1778304682868998,0.02808199943836001,0.2,1.25,-0.05,-0.01301775147928994
1772794251.0826929,4286,1772794251,82592369,,-0.1778304682868998,0.02808199943836001,0.2,1.25,-0.05,-0.01301775147928994
1772794251.0838232,4287,1772794251,83640856,,-0.11855364552459988,0.02808199943836001,0.2,0.8518518518518519,0.11428571428571428,-0.009467455621301775
1772794251.0847075,4288,1772794251,84619722,,-0.11855364552459988,0.02808199943836001,0.2,0.8518518518518519,0.11428571428571428,-0.009467455621301775
1772794251.0857012,4289,1772794251,85599223,,-0.05927682276229994,0.0,1.2,0.7129629629629629,0.2357142857142857,0.0
1772794251.086729,4290,1772794251,86628359,,-0.0889152341434499,0.05616399887672002,0.9,0.6574074074074074,0.17142857142857143,0.009467455621301775
1772794251.0877588,4291,1772794251,87629001,,-0.0889152341434499,0.05616399887672002,0.9,0.6574074074074074,0.17142857142857143,0.009467455621301775
1772794251.088752,4292,1772794251,88602569,,-0.11855364552459988,0.02808199943836001,0.3,0.2222222222222222,0.2,0.0035502958579881655
1772794251.089729,4293,1772794251,89595141,,-0.11855364552459988,0.0,0.4,0.1574074074074074,0.22857142857142856,-0.0035502958579881655
1772794251.0907412,4294,1772794251,90593876,,-0.11855364552459988,0.0,0.4,0.1574074074074074,0.22857142857142856,-0.0035502958579881655
1772794251.0916839,4295,1772794251,91591774,,-0.11855364552459988,0.0,0.4,0.1574074074074074,0.22857142857142856,-0.0035502958579881655
1772794251.0926888,4296,1772794251,92591713,,-0.1778304682868998,0.0,0.7,-0.08333333333333333,0.15,0.001183431952662722
1772794251.093743,4297,1772794251,93591731,,-0.0889152341434499,-0.05616399887672002,0.9,-0.07407407407407407,0.17857142857142858,0.008284023668639054
1772794251.0947075,4298,1772794251,94594266,,-0.0889152341434499,-0.05616399887672002,0.9,-0.07407407407407407,0.17857142857142858,0.008284023668639054
1772794251.0957162,4299,1772794251,95611804,,-0.0889152341434499,-0.05616399887672002,0.9,-0.07407407407407407,0.17857142857142858,0.008284023668639054
1772794251.096666,4300,1772794251,96595814,,-0.02963841138114997,-0.08424599831508003,0.9,0.07407407407407407,0.2,0.002366863905325444
1772794251.0976863,4301,1772794251,97588859,,-0.02963841138114997,-0.08424599831508003,0.9,0.07407407407407407,0.2,0.002366863905325444
1772794251.0986521,4302,1772794251,98588083,,0.0,-0.05616399887672002,1.2,0.3333333333333333,0.07142857142857142,0.002366863905325444
1772794251.099684,4303,1772794251,99589613,,0.0,-0.05616399887672002,1.2,0.3333333333333333,0.07142857142857142,0.002366863905325444
1772794251.100647,4304,1772794251,100588457,,0.02963841138114997,-0.02808199943836001,-0.1,0.06481481481481481,0.15,0.001183431952662722
1772794251.1016958,4305,1772794251,101593662,,0.02963841138114997,-0.02808199943836001,-0.1,0.06481481481481481,0.15,0.001183431952662722
1772794251.1026516,4306,1772794251,102589372,,0.0,-0.02808199943836001,0.6,0.3055555555555556,0.09285714285714286,-0.002366863905325444
1772794251.1036394,4307,1772794251,103588465,,0.0,-0.02808199943836001,0.6,0.3055555555555556,0.09285714285714286,-0.002366863905325444
1772794251.1046617,4308,1772794251,104589227,,-0.02963841138114997,-0.08424599831508003,0.8,0.7777777777777778,0.02142857142857143,-0.011834319526627219
1772794251.105683,4309,1772794251,105591604,,0.0,-0.08424599831508003,0.4,0.9629629629629629,0.09285714285714286,-0.0035502958579881655
1772794251.1066875,4310,1772794251,106590942,,0.0,-0.08424599831508003,0.4,0.9629629629629629,0.09285714285714286,-0.0035502958579881655
