method,angle_deg,angle_rad,n,mean,std,median,q1,q3,min,max,iqr,k_theta_local_nm_per_rad,zero_bias_nm,k_theta_eff_nm_per_rad,J_m4,height_m,radius_m,G_eff_pa,G_eff_kpa
ecoflex_torsion_test,0,0.0,9996,0.0007176835231133873,0.005360696220832959,0.001183431952662722,-0.002366863905325444,0.0035502958579881655,-0.02485207100591716,0.02485207100591716,0.005917159763313609,nan,0.0007176835231133873,-0.3603368329595546,6.135923151542566e-07,0.045,0.025,-26426.598056567054,-26.426598056567055
ecoflex_torsion_test,45,0.7853981633974483,10010,-0.31068942891428103,0.009641826844054664,-0.31124260355029587,-0.31597633136094677,-0.30650887573964497,-0.34911242603550297,-0.2698224852071006,0.009467455621301801,-0.3955820670248469,0.0007176835231133873,-0.3603368329595546,6.135923151542566e-07,0.045,0.025,-26426.598056567054,-26.426598056567055
ecoflex_torsion_test,90,1.5707963267948966,10010,-0.4970966311794714,0.06967950221543523,-0.5136094674556213,-0.527810650887574,-0.48284023668639053,-0.6153846153846154,-0.2757396449704142,0.04497041420118342,-0.3164615441861666,0.0007176835231133873,-0.3603368329595546,6.135923151542566e-07,0.045,0.025,-26426.598056567054,-26.426598056567055
ecoflex_torsion_test,135,2.356194490192345,10010,-0.7997883773031702,0.02450984009930884,-0.7905325443786982,-0.8071005917159764,-0.7834319526627219,-0.8828402366863906,-0.7656804733727811,0.023668639053254448,-0.3394407298006543,0.0007176835231133873,-0.3603368329595546,6.135923151542566e-07,0.045,0.025,-26426.598056567054,-26.426598056567055
ecoflex_torsion_test,180,3.141592653589793,10011,-1.1947029864781875,0.024840106001736653,-1.1846153846153846,-1.21301775147929,-1.17396449704142,-1.2686390532544378,-1.157396449704142,0.03905325443786989,-0.3802857716493067,0.0007176835231133873,-0.3603368329595546,6.135923151542566e-07,0.045,0.025,-26426.598056567054,-26.426598056567055
