Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,level,name,msg,file,function,line,topics
1772794715.1472402,3,1772794715,144721541,,2,/record_1772794715117310054,Subscribing to /optoforce_node/OptoForceWrench_filtered2,/tmp/binarydeb/ros-noetic-rosbag-1.16.0/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
1772794715.147257,4,1772794715,145676967,,2,/record_1772794715117310054,Subscribing to /optoforce_node/OptoForceWrench_raw,/tmp/binarydeb/ros-noetic-rosbag-1.16.0/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
1772794715.1472676,5,1772794715,146455805,,2,/record_1772794715117310054,Subscribing to /optoforce_node/OptoForceWrench,/tmp/binarydeb/ros-noetic-rosbag-1.16.0/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,['/rosout']
