Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,wrench.force.x,wrench.force.y,wrench.force.z,wrench.torque.x,wrench.torque.y,wrench.torque.z
1772794350.3554354,1360,1772794350,355230462,,0.0,-2.0,-3.0,-20.0,-13.0,-6.0
1772794350.3563302,1361,1772794350,356149626,,0.0,-2.0,-3.0,-20.0,-13.0,-6.0
1772794350.3573265,1362,1772794350,357180733,,0.0,-1.0,9.0,-19.0,-26.0,-6.0
1772794350.3583157,1363,1772794350,358143423,,0.0,-1.0,9.0,-19.0,-26.0,-6.0
1772794350.3592544,1364,1772794350,359145420,,1.0,-2.0,11.0,1.0,-28.0,-6.0
1772794350.3602638,1365,1772794350,360142769,,1.0,-2.0,11.0,1.0,-28.0,-6.0
1772794350.361287,1366,1772794350,361145807,,3.0,-1.0,8.0,-21.0,-18.0,-7.0
1772794350.362444,1367,1772794350,362146305,,3.0,-3.0,4.0,-22.0,3.0,-4.0
1772794350.3633506,1368,1772794350,363146515,,3.0,-3.0,4.0,-22.0,3.0,-4.0
1772794350.3644476,1369,1772794350,364145683,,3.0,-3.0,4.0,-22.0,3.0,-4.0
1772794350.365306,1370,1772794350,365147306,,3.0,-3.0,4.0,-22.0,3.0,-4.0
1772794350.3664064,1371,1772794350,366179777,,1.0,-1.0,4.0,-3.0,-21.0,-6.0
1772794350.367325,1372,1772794350,367148130,,1.0,-4.0,12.0,-23.0,-26.0,-10.0
1772794350.3684165,1373,1772794350,368169191,,1.0,-4.0,12.0,-23.0,-26.0,-10.0
1772794350.3693295,1374,1772794350,369157057,,2.0,-2.0,8.0,-7.0,-27.0,-9.0
1772794350.3704472,1375,1772794350,370151199,,2.0,-2.0,8.0,-7.0,-27.0,-9.0
1772794350.3714495,1376,1772794350,371156666,,5.0,-2.0,2.0,-24.0,1.0,-8.0
1772794350.372356,1377,1772794350,372152825,,3.0,-1.0,-1.0,-34.0,-3.0,-11.0
1772794350.3734972,1378,1772794350,373152837,,3.0,-1.0,-1.0,-34.0,-3.0,-11.0
1772794350.3745823,1379,1772794350,374170319,,3.0,-1.0,-1.0,-34.0,-3.0,-11.0
1772794350.3757064,1380,1772794350,375166553,,3.0,-1.0,-1.0,-34.0,-3.0,-11.0
1772794350.3764548,1381,1772794350,376168924,,0.0,-3.0,-3.0,-41.0,-1.0,-3.0
1772794350.3775458,1382,1772794350,377172551,,2.0,-3.0,11.0,-17.0,-2.0,-5.0
1772794350.3784502,1383,1772794350,378160516,,2.0,-3.0,11.0,-17.0,-2.0,-5.0
1772794350.3795314,1384,1772794350,379172941,,3.0,-1.0,5.0,-22.0,-8.0,-6.0
1772794350.3804243,1385,1772794350,380152150,,3.0,-1.0,5.0,-22.0,-8.0,-6.0
1772794350.3816667,1386,1772794350,381152863,,0.0,-2.0,3.0,-13.0,-23.0,-5.0
1772794350.3824642,1387,1772794350,382154021,,1.0,-3.0,1.0,-26.0,-14.0,-1.0
1772794350.3835611,1388,1772794350,383168642,,1.0,-3.0,1.0,-26.0,-14.0,-1.0
1772794350.3846114,1389,1772794350,384175660,,1.0,-3.0,1.0,-26.0,-14.0,-1.0
1772794350.38541,1390,1772794350,385177944,,0.0,-3.0,3.0,-5.0,-21.0,-1.0
1772794350.3864517,1391,1772794350,386171617,,0.0,-3.0,3.0,-5.0,-21.0,-1.0
1772794350.387452,1392,1772794350,387176158,,1.0,0.0,0.0,-12.0,-13.0,7.0
1772794350.3885474,1393,1772794350,388175047,,1.0,0.0,0.0,-12.0,-13.0,7.0
1772794350.3894918,1394,1772794350,389174516,,1.0,0.0,0.0,-12.0,-13.0,7.0
1772794350.3905194,1395,1772794350,390175054,,0.0,-1.0,9.0,7.0,-25.0,3.0
1772794350.391566,1396,1772794350,391154542,,1.0,-1.0,3.0,-6.0,-10.0,-2.0
